Model,Accuracy,F1 Score,Precision,NORMAL_F1,NORMAL_Precision,PNEUMONIA_F1,PNEUMONIA_Precision,UNKNOWN_F1,UNKNOWN_Precision,TUBERCULOSIS_F1,TUBERCULOSIS_Precision
model_43,97.51146037982973,0.9750573982743446,0.9753478367914998,0.9666048237476809,0.9830188679245283,0.9801633605600933,0.9767441860465116,0.996309963099631,0.9926470588235294,0.9740566037735849,0.9582366589327146
model_44,97.05304518664047,0.9704777056630535,0.9707909746072875,0.9602954755309326,0.9719626168224299,0.9740566037735849,0.9809976247030879,0.996309963099631,0.9926470588235294,0.971830985915493,0.9517241379310345
model_45,97.24950884086444,0.9724077149640222,0.9729075331550712,0.9626865671641791,0.9847328244274809,0.9790697674418605,0.9722863741339491,0.996309963099631,0.9926470588235294,0.9706227967097533,0.9516129032258065
model_46,96.33267845448592,0.9633696636741951,0.9635771892774404,0.950316169828365,0.9409660107334525,0.9683470105509965,0.9694835680751174,0.996309963099631,0.9926470588235294,0.9647630619684082,0.9778325123152709
model_47,97.31499672560577,0.9730964645786839,0.9733061094319108,0.9643183897529735,0.9669724770642202,0.9792626728110599,0.963718820861678,0.996309963099631,0.9926470588235294,0.9708029197080292,0.9851851851851852
model_48,96.98755730189916,0.9698424995195059,0.9700312651043863,0.9585253456221198,0.9683426443202979,0.9753231492361927,0.9787735849056604,1.0,1.0,0.9693396226415094,0.9535962877030162
model_49,97.18402095612312,0.9717907430669428,0.9719664756460553,0.9611829944547134,0.9737827715355806,0.9801169590643275,0.9789719626168224,0.996309963099631,0.9926470588235294,0.9692671394799054,0.9557109557109557
model_50,97.11853307138179,0.9711871752561971,0.9712198168857512,0.9618181818181818,0.9583333333333334,0.9765807962529274,0.9765807962529274,0.996309963099631,0.9926470588235294,0.9698431845597105,0.9757281553398058
model_51,96.79109364767517,0.9678424257292935,0.9680835517740717,0.9573283858998145,0.9735849056603774,0.9790697674418605,0.9722863741339491,0.996309963099631,0.9926470588235294,0.9609467455621302,0.9485981308411215
model_52,97.24950884086444,0.9724084586971292,0.9726968474948847,0.9628252788104089,0.9810606060606061,0.9791666666666666,0.9679633867276888,0.996309963099631,0.9926470588235294,0.970344009489917,0.960093896713615
model_53,95.28487229862476,0.9525514462137803,0.9564551283365534,0.9323017408123792,0.9917695473251029,0.9768518518518519,0.965675057208238,0.996309963099631,0.9926470588235294,0.9401129943502825,0.8888888888888888
model_54,96.85658153241651,0.9686328631078643,0.968988762196821,0.9577717879604672,0.9433628318584071,0.9715639810426541,0.9832134292565947,0.996309963099631,0.9926470588235294,0.9709443099273608,0.980440097799511
model_55,96.72560576293385,0.9672713854935537,0.9675096714319228,0.9550045913682277,0.9611829944547134,0.9787234042553191,0.9880668257756563,0.996309963099631,0.9926470588235294,0.9622641509433962,0.9466357308584686
model_56,97.57694826457104,0.9757620562984302,0.9757636759910522,0.9680365296803652,0.9689213893967094,0.9788732394366197,0.9811764705882353,0.996309963099631,0.9926470588235294,0.9760765550239234,0.9737470167064439
model_57,97.24950884086444,0.972446726779603,0.9725672812135584,0.9621421975992613,0.9738317757009346,0.9824970828471412,0.9790697674418605,0.996309963099631,0.9926470588235294,0.9679715302491103,0.9577464788732394
model_58,97.57694826457104,0.9757725390676751,0.9757871090690116,0.9672131147540983,0.9654545454545455,0.9800235017626322,0.9834905660377359,0.996309963099631,0.9926470588235294,0.9760191846522782,0.9760191846522782
model_59,97.05304518664047,0.9705346646592511,0.9706111424562879,0.9599271402550091,0.9581818181818181,0.9739952718676123,0.9832935560859188,0.996309963099631,0.9926470588235294,0.9725864123957092,0.966824644549763
model_60,97.77341191879503,0.9777137334305676,0.9777731021931402,0.9699179580674567,0.9690346083788707,0.9837209302325581,0.976905311778291,0.996309963099631,0.9926470588235294,0.9757869249394673,0.9853300733496333
model_61,96.85658153241651,0.9683620662794951,0.9694865429200743,0.95561850802644,0.9902152641878669,0.9703196347031964,0.9465478841870824,0.996309963099631,0.9926470588235294,0.9740566037735849,0.9582366589327146
model_62,97.70792403405369,0.9770667497709213,0.9772087040537816,0.9686924493554327,0.9776951672862454,0.9859154929577465,0.9882352941176471,0.996309963099631,0.9926470588235294,0.9727810650887574,0.9602803738317757
model_63,96.98755730189916,0.9698189590610655,0.9710750340995613,0.9585687382297552,0.9902723735408561,0.986013986013986,0.9814385150812065,0.996309963099631,0.9926470588235294,0.9594438006952491,0.9282511210762332
model_64,96.46365422396856,0.9644109607079917,0.9655689046097772,0.9508506616257089,0.9862745098039216,0.9691428571428572,0.9464285714285714,0.996309963099631,0.9926470588235294,0.9670588235294117,0.9491916859122402
model_65,96.52914210870989,0.9651425339865202,0.96583248029318,0.951310861423221,0.9769230769230769,0.9732246798603027,0.9675925925925926,0.996309963099631,0.9926470588235294,0.9649532710280374,0.9407744874715261
model_66,96.13621480026195,0.961074515984678,0.9632740648687109,0.9464627151051626,0.9939759036144579,0.9713631156930126,0.9506726457399103,0.9925925925925926,0.9925925925925926,0.9595375722543352,0.9263392857142857
model_67,97.24950884086444,0.9724201918083597,0.9725659883104044,0.9620721554116559,0.975609756097561,0.9768518518518519,0.965675057208238,0.996309963099631,0.9926470588235294,0.9737470167064439,0.9691211401425178
model_68,97.31499672560577,0.9730813887711683,0.9732037399220743,0.9632352941176471,0.9703703703703703,0.9803921568627451,0.9659090909090909,0.996309963099631,0.9926470588235294,0.9710144927536232,0.9781021897810219
model_69,97.18402095612312,0.9718148721160189,0.9719121403360304,0.9622815087396505,0.9703153988868275,0.977725674091442,0.9788732394366197,0.9925925925925926,0.9925925925925926,0.9715639810426541,0.9601873536299765
model_70,97.18402095612312,0.9718121922300742,0.971817245904032,0.963302752293578,0.9686346863468634,0.9754959159859977,0.9720930232558139,0.996309963099631,0.9926470588235294,0.9712918660287081,0.9689737470167065
model_71,97.05304518664047,0.9704861915611269,0.9705368707040841,0.9596330275229358,0.9649446494464945,0.9756662804171495,0.9655963302752294,0.996309963099631,0.9926470588235294,0.9710843373493976,0.9757869249394673
model_72,97.38048461034708,0.9737963364542119,0.9737977493020521,0.9652650822669104,0.967032967032967,0.9753810082063306,0.9765258215962441,0.9925925925925926,0.9925925925925926,0.977299880525687,0.9738095238095238
model_73,97.05304518664047,0.9704811860842766,0.9708402241061879,0.9601482854494903,0.975517890772128,0.977725674091442,0.9788732394366197,0.9925925925925926,0.9925925925925926,0.9694835680751174,0.9494252873563218
model_74,97.31499672560577,0.973121082365427,0.9731529248582388,0.9633699633699634,0.9669117647058824,0.9741176470588235,0.9787234042553191,0.996309963099631,0.9926470588235294,0.9774078478002378,0.9693396226415094
model_75,95.67779960707269,0.9565426245231361,0.958245155406243,0.9382716049382716,0.9782178217821782,0.9756662804171495,0.9655963302752294,0.996309963099631,0.9926470588235294,0.9480968858131488,0.9133333333333333
model_76,97.70792403405369,0.9770701833315639,0.9770701822618799,0.9698630136986301,0.9707495429616088,0.9789719626168224,0.9766899766899767,0.996309963099631,0.9926470588235294,0.9783653846153846,0.980722891566265
model_77,96.98755730189916,0.9699201768402014,0.9702747704488598,0.9613656783468104,0.9469026548672567,0.9715639810426541,0.9832134292565947,0.9926470588235294,0.9854014598540146,0.9721212121212122,0.9828431372549019
model_78,97.38048461034708,0.9738068491505003,0.973810193890752,0.9662716499544212,0.9653916211293261,0.9789227166276346,0.9789227166276346,0.9925925925925926,0.9925925925925926,0.9723889555822329,0.9735576923076923
model_79,96.66011787819254,0.9665797564805921,0.9668054388155679,0.9547553093259464,0.9663551401869159,0.9788732394366197,0.9811764705882353,0.996309963099631,0.9926470588235294,0.9599056603773585,0.9443155452436195
model_80,95.4158480681074,0.9539627153106737,0.9561934416554242,0.934348239771646,0.9761431411530815,0.9742990654205608,0.972027972027972,0.996309963099631,0.9926470588235294,0.9452054794520548,0.9019607843137255
model_81,97.38048461034708,0.973750171949439,0.9739487389248817,0.9648148148148148,0.9793233082706767,0.9813953488372092,0.9745958429561201,0.9925925925925926,0.9925925925925926,0.9715639810426541,0.9601873536299765
model_82,96.79109364767517,0.9679247008984129,0.9683625986851868,0.9576427255985267,0.966542750929368,0.976303317535545,0.988009592326139,0.9925925925925926,0.9925925925925926,0.9648711943793911,0.9427917620137299
model_83,96.85658153241651,0.9684987653785426,0.9689570791038582,0.9573283858998145,0.9735849056603774,0.9741176470588235,0.9787234042553191,0.996309963099631,0.9926470588235294,0.968421052631579,0.9452054794520548
model_84,96.5946299934512,0.9659649752112212,0.9671646814168362,0.9541627689429373,0.9788867562380038,0.9811320754716981,0.9881235154394299,0.996309963099631,0.9926470588235294,0.9561200923787528,0.9220489977728286
model_85,97.31499672560577,0.973066840470983,0.9733137229957894,0.9628942486085343,0.9792452830188679,0.9757785467128027,0.9613636363636363,0.996309963099631,0.9926470588235294,0.9761336515513126,0.9714964370546318
model_86,97.38048461034708,0.973736683739134,0.9739896160210088,0.9647495361781077,0.9811320754716981,0.9778812572759022,0.9722222222222222,0.996309963099631,0.9926470588235294,0.9739952718676123,0.9603729603729604
model_87,97.24950884086444,0.9723804206366713,0.97279748634839,0.961789375582479,0.9828571428571429,0.9770114942528736,0.9593679458239278,0.996309963099631,0.9926470588235294,0.9738095238095238,0.966903073286052
model_88,97.51146037982973,0.9750838864493134,0.9751149928070781,0.9669117647058824,0.9740740740740741,0.9789719626168224,0.9766899766899767,0.996309963099631,0.9926470588235294,0.9749702026221693,0.9691943127962085
model_89,97.11853307138179,0.9711697455288296,0.9713252215846533,0.9616087751371115,0.9633699633699634,0.9734104046242774,0.9611872146118722,0.996309963099631,0.9926470588235294,0.9733009708737864,0.9852579852579852
model_90,97.83889980353635,0.978366928726256,0.978391221485313,0.9715335169880625,0.977818853974122,0.9836448598130841,0.9813519813519813,0.996309963099631,0.9926470588235294,0.9761336515513126,0.9714964370546318
model_91,96.39816633922725,0.963790647749096,0.9649278950991024,0.9490566037735849,0.982421875,0.9756662804171495,0.9655963302752294,0.996309963099631,0.9926470588235294,0.9604651162790697,0.9322799097065463
model_92,96.98755730189916,0.9698971705968796,0.970198860477046,0.9602169981916817,0.9516129032258065,0.9732246798603027,0.9675925925925926,0.996309963099631,0.9926470588235294,0.9706601466992665,0.9900249376558603
model_93,97.24950884086444,0.9724970518179447,0.9725673199792824,0.9627611262488647,0.9584086799276673,0.9716312056737588,0.9809069212410502,0.996309963099631,0.9926470588235294,0.9784688995215312,0.9761336515513126
model_94,97.05304518664047,0.9704508237258613,0.9707312735150113,0.961038961038961,0.9773584905660377,0.9735327963176065,0.9570135746606335,0.996309963099631,0.9926470588235294,0.9712918660287081,0.9689737470167065
model_95,97.18402095612312,0.9718053911935913,0.9718376362107501,0.9632352941176471,0.9703703703703703,0.9790697674418605,0.9722863741339491,0.9925925925925926,0.9925925925925926,0.9688995215311005,0.9665871121718377
model_96,97.05304518664047,0.9705581620825927,0.9707557601326054,0.9602169981916817,0.9516129032258065,0.9714964370546318,0.9855421686746988,0.996309963099631,0.9926470588235294,0.9748502994011976,0.9736842105263158
model_97,97.51146037982973,0.9751101669804342,0.9751581539684839,0.9663330300272975,0.9637023593466425,0.9801633605600933,0.9767441860465116,0.996309963099631,0.9926470588235294,0.9746070133010882,0.9829268292682927
model_98,97.51146037982973,0.9751150611921027,0.9751426158776942,0.9672131147540983,0.9654545454545455,0.9766355140186916,0.9743589743589743,0.996309963099631,0.9926470588235294,0.97708082026538,0.9830097087378641
model_99,96.39816633922725,0.9637309815615828,0.9651998896413242,0.9487666034155597,0.9881422924901185,0.9736540664375716,0.952914798206278,1.0,1.0,0.9614935822637106,0.9363636363636364
model_100,96.72560576293385,0.9671750760860941,0.9674354698387836,0.9555555555555556,0.9699248120300752,0.9706916764361079,0.971830985915493,0.996309963099631,0.9926470588235294,0.9694117647058823,0.9515011547344111
model_101,97.70792403405369,0.977053604225829,0.9770788620676665,0.9688073394495413,0.974169741697417,0.9790697674418605,0.9722863741339491,0.996309963099631,0.9926470588235294,0.9795918367346939,0.9807692307692307
model_102,97.05304518664047,0.9704090941295025,0.9709650211925778,0.9588785046728971,0.9827586206896551,0.9701834862385321,0.950561797752809,0.996309963099631,0.9926470588235294,0.9774078478002378,0.9693396226415094
model_103,96.52914210870989,0.9651454447719241,0.9662898040806602,0.9528301886792453,0.986328125,0.9780346820809248,0.9657534246575342,0.996309963099631,0.9926470588235294,0.958041958041958,0.9319727891156463
model_104,97.11853307138179,0.9711104478752477,0.9717334009029739,0.9607476635514018,0.9846743295019157,0.9837209302325581,0.976905311778291,0.996309963099631,0.9926470588235294,0.9636576787807737,0.9426605504587156
model_105,96.98755730189916,0.9698540483078215,0.9698469675633167,0.9597806215722121,0.9615384615384616,0.9754959159859977,0.9720930232558139,0.996309963099631,0.9926470588235294,0.96875,0.9710843373493976
model_106,97.31499672560577,0.973102946500106,0.9732334794488069,0.9649446494464945,0.9757462686567164,0.9742388758782201,0.9742388758782201,0.996309963099631,0.9926470588235294,0.9751479289940829,0.9626168224299065
model_107,97.90438768827767,0.9790131180025369,0.9790703891736221,0.9714811407543699,0.9795918367346939,0.9824561403508771,0.9813084112149533,0.996309963099631,0.9926470588235294,0.9797859690844233,0.9716981132075472
model_108,94.04060248853962,0.9403011792419438,0.946475777942041,0.9151219512195122,0.9832285115303984,0.9753810082063306,0.9765258215962441,0.996309963099631,0.9926470588235294,0.9193370165745857,0.8524590163934426
model_109,97.05304518664047,0.9704844884369035,0.9705574127198241,0.9605866177818515,0.9650092081031307,0.9693396226415094,0.9762470308788599,0.996309963099631,0.9926470588235294,0.976303317535545,0.9648711943793911
model_110,97.70792403405369,0.9770440401337359,0.9771707295106912,0.967741935483871,0.9776536312849162,0.9812646370023419,0.9812646370023419,1.0,1.0,0.9775147928994082,0.9649532710280374
model_111,97.24950884086444,0.9723921554829583,0.9729690517093028,0.9626168224299065,0.9865900383141762,0.9779837775202781,0.9678899082568807,0.9925925925925926,0.9925925925925926,0.972972972972973,0.9539170506912442
model_112,97.38048461034708,0.9737634033536455,0.9738406981424866,0.9631675874769797,0.9721189591078067,0.9756662804171495,0.9655963302752294,1.0,1.0,0.9772455089820359,0.9760765550239234
